pitch,funding_amount,industry,city
ecommerce discount & cashback coupons platform,3700000.0,Ecommerce Discount & Cashback coupons platform,Gurgaon
virtual reality headset creator,180000.0,Virtual Reality Headset creator,Bangalore
mobile-only tasks marketplace,15000000.0,mobile-only tasks marketplace,New Delhi
women ethnic wear\\xc2\\xa0 online marketplace,34000000.0,Women Ethnic Wear\\xc2\\xa0 Online Marketplace,Mumbai
numerical computing & data science platform,600000.0,Numerical Computing & Data Science Platform,Bangalore
designer fashion jewellery marketplace,7500000.0,Designer fashion Jewellery Marketplace,Bangalore
online products discovery platform,200000.0,Online Products Discovery Platform,Gurgaon
kids tool kit for innovation platform,530000.0,Kids Tool kit for Innovation platform,Bangalore
mobile learning solutions,300000.0,Mobile Learning Solutions,Noida / Singapore
car aggregator & retail mobile app,500000000.0,Car Aggregator & Retail Mobile App,Bangalore
conversational commerce mobile app,2500000.0,conversational commerce mobile app,Bangalore
viral content web platform,4000000.0,Viral Content web Platform,New Delhi
mobile services marketplace,25000000.0,Mobile Services Marketplace,Gurgaon
smartwatch maker,500000.0,Smartwatch Maker,Belgaum
online jewellery etailer,455000.0,Online Jewellery etailer,New Delhi
sales & productivity software,12500000.0,Sales & Productivity Software,Pune / US
health-tech platform,305000.0,Health-Tech platform,Bangalore
nightlife discovery mobile app,150000.0,Nightlife Discovery Mobile App,Mumbai
online real estate marketplace,3000000.0,Online Real Estate Marketplace,Bangalore
indian ethnic crafts etailer,1200000.0,Indian Ethnic Crafts Etailer,Bangalore
social platform for traders and investors,100000.0,Social platform for traders and investors,Bangalore
"online furniture, home appliances rental platform",2000000.0,"Online Furniture, Home Appliances Rental Platform",Bangalore
healthcare services discovery platform,100000.0,Healthcare Services Discovery platform,Bangalore
health and beauty services marketplace,250000.0,Health and Beauty Services Marketplace,Gurgaon
online and tv shopping marketplace,52000000.0,Online and TV Shopping Marketplace,Mumbai
mobile app based loan disbursement platform,1500000.0,Mobile App based Loan disbursement platform,Mumbai
on demand laundry services app,110000.0,On Demand Laundry Services App,New Delhi
education content provider,27000000.0,Education Content Provider,New Delhi
fitness tracking management solutions,13400000.0,Fitness Tracking Management Solutions,Mumbai
hyper-local grocery delivery platform,120000000.0,Hyper-local Grocery Delivery platform,Gurgaon
hyperlocal healthcare product delivery service provider,1000000.0,Hyperlocal healthcare product Delivery Service provider,Gurgaon
self driven rental car platform,2000000.0,Self Driven Rental Car Platform,Mumbai
two-wheeler taxi service,1450000.0,Two-Wheeler Taxi Service,Gurgaon
character merchandize sales platform,540000.0,character merchandize sales platform,Mumbai
ecommerce delivery locker services,9000000.0,Ecommerce Delivery locker services,Bangalore
movie-on-demand platform,350000.0,Movie-on-demand platform,Singapore
product discovery & recommendation platform,2000000.0,Product discovery & recommendation platform,Bangalore
mobile payments app,6000000.0,Mobile Payments App,Mumbai
beauty & wellness products e-tailer,9500000.0,Beauty & Wellness Products e-tailer,Mumbai
fashion jewelry and accessories e-tailer,15000000.0,Fashion jewelry and accessories e-tailer,Jaipur
online consumer lending platform,1000000.0,Online Consumer Lending platform,New Delhi
premium apparel shopping portal,150000.0,Premium Apparel shopping portal,New Delhi
exclusive platform for doctors & healthcare professionals,700000.0,Exclusive Platform for Doctors & Healthcare professionals,Pune
job board,500000.0,Job Board,Mumbai
sports management & physical education business,10000000.0,Sports Management & Physical Education Business,Bangalore
qsr & online delivery portal,500000.0,QSR & Online delivery portal,Gurgaon
online homeopathy clinic,6000000.0,Online Homeopathy Clinic,Mumbai
e-learning service provider,3000000.0,E-Learning Service Provider,Mumbai
delivery & logistics service provider,20000000.0,Delivery & Logistics Service provider,Gurgaon
home cooked food marketplace & delivery,2000000.0,Home Cooked Food marketplace & Delivery,Mumbai
gesture based mobile development,7700000.0,Gesture based Mobile Development,New Delhi
rental accommodation search platform,10000000.0,Rental Accommodation Search platform,Bangalore
logistics tech platform,310000.0,Logistics Tech Platform,Mumbai
developer portfolio showcase platform,70000.0,Developer Portfolio Showcase platform,Hyderabad
end-to-end lending platform,8000000.0,End-to-End Lending platform,Bangalore / San Mateo
on-demand healthcare marketplace,300000.0,on-demand healthcare marketplace,Mumbai
advertising & marketing community networking platform,1000000.0,Advertising & Marketing Community Networking platform,New Delhi
food ordering & delivery app,77000.0,Food Ordering & Delivery App,New Delhi
ride sharing platform,190000.0,Ride Sharing platform,Hyderabad
cloud based collaboration platform,100000.0,Cloud Based Collaboration platform,Ahmedabad
mobile only shopping assistant,1000000.0,Mobile Only Shopping Assistant,New Delhi
mobile messaging assistant app,2500000.0,Mobile Messaging Assistant App,Bangalore
personalized wish list creator app,50000.0,Personalized Wish List creator app,Noida
raw meat & ready to eat food etailer,77000.0,Raw Meat & Ready to eat food etailer,Gurgaon
structural & civil engg service automation,1000000.0,Structural & Civil Engg Service Automation,Mumbai
payments solution platform,25000000.0,Payments Solution platform,Mumbai
travel destination discovery platform,100000.0,Travel Destination Discovery platform,New Delhi
last mile delivery service,7000000.0,Last Mile Delivery Service,Bangalore
healthcare it solutions & services,10000000.0,Healthcare IT Solutions & services,Chennai
real estate mobile crm,2950000.0,Real Estate Mobile CRM,New York/ India
micro-brewery,1530000.0,Micro-Brewery,Mumbai
home made food marketplace,100000.0,Home Made Food Marketplace,Gurgaon
residential rental management platform,640000.0,residential rental management platform,Bangalore
personal diagnostic mobile app,150000.0,Personal Diagnostic Mobile App,Mumbai
online food ordering & delivery service,150000.0,Online food ordering & Delivery service,Gurgaon
online food ordering & delivery service,1000000.0,Online food ordering & Delivery service,Gurgaon
hotel aggregator & booking platform,250000.0,Hotel Aggregator & booking platform,New Delhi
online logistics platform,5000000.0,Online Logistics Platform,Bangalore
online student & campus social networking platform,400000.0,Online Student & Campus Social Networking platform,Ahmedabad
professionals & project search marketplace,500000.0,Professionals & Project Search Marketplace,New Delhi
online pharmacy,50000000.0,Online Pharmacy,Chennai
online payment gateway,9000000.0,Online Payment Gateway,Jaipur
location based nightlife recommendation\\xc2\\xa0 platform,77000.0,Location based Nightlife recommendation\\xc2\\xa0 Platform,Mumbai
professional health services platform,350000.0,Professional Health Services Platform,Mumbai
hyperlocal logistics service,10000000.0,Hyperlocal Logistics Service,Bangalore
asset financing platform,1100000.0,Asset Financing platform,Mumbai
virtual reality activity based learning platform,200000.0,Virtual Reality activity based learning platform,New Delhi
public commute helper app,450000.0,Public Commute helper App,Mumbai
ridesharing mobile app,130000.0,Ridesharing Mobile app,Mumbai
food discovery & delivery mobile app,7500000.0,Food Discovery & Delivery Mobile app,Mumbai
competitive exam learning platform,2000000.0,Competitive exam learning platform,Mumbai
document digitization platform,230000.0,Document Digitization platform,Gurgaon
proximity marketing & mobile advertising platform,80000.0,proximity marketing & Mobile Advertising platform,Mumbai
autorickshaw aggregator & booking platform,10000000.0,Autorickshaw Aggregator & Booking platform,Chandigarh
fintech startup incubation platform,100000.0,FinTech Startup Incubation platform,Mumbai
personalized styling platform,1000000.0,Personalized Styling platform,Mumbai
luxury goods\\xc2\\xa0 shopping platform,900000.0,Luxury goods\\xc2\\xa0 Shopping Platform,Gurgaon
online lingerie marketplace,40000000.0,Online Lingerie Marketplace,Bangalore
cloud software solutions,45000000.0,Cloud software solutions,New Delhi
job search platform,260000.0,Job Search Platform,Bangalore
small business financing (nbfc),40000000.0,Small Business Financing (NBFC),Bangalore
online movie review platform,150000.0,Online Movie Review Platform,Mumbai
ecommerce brands\\xe2\\x80\\x99 full service agency,100000.0,ECommerce Brands\\xe2\\x80\\x99 Full Service Agency,Mumbai
cloud-based hotel booking platform,2000000.0,Cloud-based Hotel Booking Platform,Bangalore
community driven news/views platform,600000.0,Community Driven News/Views Platform,New Delhi
study material marketplace,205000.0,Study Material Marketplace,New Delhi
restaurant ratings & reviews platform,60000000.0,Restaurant Ratings & Reviews platform,Gurgaon
dairy based product manufacturer,1800000.0,Dairy Based Product Manufacturer,Bhopal
government test preparation platform,400000.0,Government Test Preparation platform,Bangalore
multilingual test preparation platform,770000.0,Multilingual Test Preparation Platform,Gurgaon
industrial tools marketplace,9200000.0,Industrial Tools Marketplace,New Delhi
non profit organization to alleviate poverty,315000.0,Non Profit Organization to alleviate poverty,Bangalore
gym & fitness studios subscription platform,100000.0,Gym & Fitness Studios Subscription platform,New Delhi
pre-used apparel shopping mobile app,1000000.0,pre-used apparel shopping mobile app,Bangalore
used vehicles marketplace,15000000.0,Used Vehicles Marketplace,Mumbai
mobile app testing platform,1200000.0,Mobile App testing platform,Hyderabad
hyperlocal delivery services,9000000.0,Hyperlocal Delivery Services,Gurgaon
early cancer detection solutions,3000000.0,Early Cancer Detection Solutions,US/India
cab rental mobile app,225000000.0,Cab rental Mobile app,Bangalore
online insurance distribution platform,2000000.0,Online Insurance Distribution Platform,Mumbai
mobile marketing automation platform,4250000.0,Mobile Marketing Automation Platform,Bangalore
chain of tea caf\\xc3\\xa9\\xe2\\x80\\x99s,1000000.0,Chain of Tea Caf\\xc3\\xa9\\xe2\\x80\\x99s,Mumbai
branded budget hotel marketplace,300000.0,Branded Budget Hotel Marketplace,Noida
food subscription platform,10000000.0,Food Subscription platform,Bangalore
wedding planning platform,410000.0,Wedding Planning Platform,Gurgaon
b2b mobile auction marketplace,450000.0,B2B Mobile Auction Marketplace,Mumbai
private label fashion etailer,75000000.0,Private label Fashion eTailer,Gurgaon
online food ordering & delivery,600000.0,Online Food ordering & delivery,Gurgaon
real estate broker platform app,350000.0,Real Estate Broker Platform App,New Delhi
online health & wellness platform,1150000.0,Online Health & Wellness platform,Bangalore
internet of things platform,150000.0,Internet of Things platform,New Delhi
diagnostic labs aggregator platform,150000.0,Diagnostic Labs aggregator platform,Gurgaon
home medical care services,37500000.0,Home Medical Care Services,Bangalore
real-time stock data platform,235000.0,Real-Time stock data platform,Bangalore
coupons and cashback aggregator app,125000.0,coupons and cashback aggregator app,Mumbai
financial services portal,3000000.0,Financial Services Portal,Mumbai
"virtual reality, 3d simulation and stereoscopic products",800000.0,"virtual reality, 3d simulation and stereoscopic products",Bangalore
online interior designing platform,400000.0,Online Interior Designing platform,Bangalore
end-to-end logistics platform,10000000.0,End-to-end Logistics platform,Mumbai
private label apparel sales,300000.0,Private Label Apparel sales,New Delhi
cross-device retargeting platform,1200000.0,Cross-device retargeting platform,Gurgaon / SFO
digital & physical publishing platform,2250000.0,Digital & Physical Publishing platform,New Delhi
food delivery platform,1750000.0,Food Delivery Platform,New Delhi
data driven publishing platform,3300000.0,Data Driven Publishing platform,Bangalore
employee onboarding & orientation platform,400000.0,Employee OnBoarding & Orientation platform,Noida
solar power solutions company,2000000.0,Solar Power Solutions company,Hyderabad
online meat ordering platform,1000000.0,Online Meat Ordering platform,Bangalore
cab booking app platform,30000000.0,Cab Booking app platform,Bangalore
mobile advertising platform,100000000.0,Mobile Advertising platform,Bangalore
hyperlocal grocery delivery,36000000.0,Hyperlocal Grocery Delivery,Gurgaon
fashion discovery platform,350000.0,Fashion Discovery platform,New Delhi
big data management platform,5000000.0,Big Data Management Platform,Bangalore / USA
budget accommodation platform,1000000.0,Budget Accommodation Platform,Noida
digital signal processing platform,1000000.0,Digital Signal processing platform,Bangalore
ecommerce marketplace,500000000.0,Ecommerce Marketplace,New Delhi
restaurant discount app,400000.0,Restaurant Discount app,Pune
ecommerce logistics provider,5000000.0,ECommerce Logistics provider,New Delhi
budget hotel accommodation brand,100000000.0,Budget Hotel accommodation brand,New Delhi
user engagment & analytics platform,9600000.0,User Engagment & Analytics platform,Mumbai
on-demand delivery logistics,1300000.0,On-Demand Delivery Logistics,New Delhi
fund raising platform for startups,650000.0,fund raising platform for startups,Pune
logistics tech platform,1300000.0,Logistics Tech Platform,Bangalore
online budget hotel chain,30000000.0,Online budget hotel chain,New Delhi
hyperlocal handyman services,3000000.0,Hyperlocal Handyman services,Mumbai
hotel booking app,500000.0,hotel booking app,Noida
tech platform for property brokers,785000.0,Tech Platform for property brokers,Mumbai
app security\\xc2\\xa0 testing platform,500000.0,App security\\xc2\\xa0 testing platform,Mumbai
doctor appointment booking app,90000000.0,Doctor Appointment booking app,Bangalore
crowd funding platform,700000.0,Crowd funding platform,Mumbai
mobile based pos solution,25000000.0,Mobile based PoS solution,Bangalore
fast food chain franchisee,630000.0,Fast food Chain Franchisee,Gurgaon
loyalty programs & reward points,500000.0,Loyalty Programs & Reward Points,Mumbai
taxi rental platform,500000.0,Taxi Rental platform,Gurgaon
ecommerce,80000.0,ecommerce,New Delhi
mobile social network,250000.0,mobile social network,New Delhi
hyper-local ecommerce,16000000.0,Hyper-Local Ecommerce,New Delhi
online printing marketplace,250000.0,Online printing marketplace,Chennai
mobile payment software platform,1000000.0,mobile payment software platform,Bangalore
automated storage & warehousing solution,30000000.0,Automated Storage & Warehousing Solution,Gurgaon
home design & d\\xc3\\xa9cor solutions,8000000.0,Home Design & D\\xc3\\xa9cor solutions,Bangalore
quick service restaurant chain,1600000.0,Quick Service Restaurant Chain,Kolkata
subscription based online grocery platform,100000.0,Subscription based Online Grocery platform,Pune
engineering services company,20000000.0,engineering services company,Mumbai
business and it consulting,63000000.0,Business and IT consulting,New Delhi / US
credit card fraud protection solutions,7500000.0,Credit Card Fraud protection solutions,Mumbai
online & mobile grocery store,50000000.0,Online & mobile Grocery store,Bangalore
career community for women,770000.0,Career Community for Women,Noida
mutual fund investing platform,2500000.0,Mutual Fund Investing platform,Bangalore
ecommerce marketing software platform,500000.0,Ecommerce Marketing Software Platform,Noida
financial inclusion platform,25000000.0,Financial Inclusion platform,Chennai
mobile commerce for farmers,4000000.0,Mobile Commerce for Farmers,Pune
picture based social app,100000.0,Picture based Social App,Mumbai
logistics service platform,245000.0,Logistics service platform,Ahmedabad
exam preparation platform,220000.0,Exam Preparation Platform,New Delhi
waste management solutions,160000.0,Waste Management Solutions,Mumbai
on-demand delivery service,310000.0,on-demand delivery service,Gurgaon
fashion discovery platform,15000000.0,Fashion Discovery platform,Gurgaon
data analytics platform,4200000.0,Data Analytics Platform,Mumbai
deep learning cloud algorithms,1000000.0,Deep Learning Cloud Algorithms,Chennai
corporate wellness app,1000000.0,Corporate Wellness App,Bangalore
"hyperlocal maintenance, repair & cleaning services",2400000.0,"Hyperlocal Maintenance, Repair & Cleaning services",Mumbai
online furniture marketplace,20000000.0,Online Furniture Marketplace,Bangalore
online diagnostic tests marketplace,156000.0,Online Diagnostic Tests Marketplace,New Delhi
online marketplace for photographers,600000.0,Online marketplace for Photographers,Hyderabad
visual blogging platform,600000.0,Visual Blogging platform,New Delhi
job search platform,500000.0,Job Search Platform,Bangalore
food customer analytics platform,300000.0,Food Customer analytics platform,Ahmedabad
professional service appointment booking service,400000.0,Professional Service Appointment booking service,Mumbai
on-demand app based professional service provider,1000000.0,On-Demand App based Professional service provider,Bangalore
restaurant reservation platform,3000000.0,Restaurant Reservation Platform,Gurgaon
cross-channel crm platform,4000000.0,Cross-channel CRM platform,Mumbai
professional custom creators marketplace,250000.0,Professional Custom creators Marketplace,Pune
on-demand washing & dry-cleaning,100000.0,on-Demand Washing & Dry-Cleaning,New Delhi
on-demand beauty service,400000.0,On-Demand Beauty Service,Mumbai
online food community platform,500000.0,Online Food Community Platform,Gurgaon
beauty & lifestyle mobile marketplace,2000000.0,Beauty & Lifestyle Mobile Marketplace,Bangalore
qsr restaurant chain,160000.0,QSR Restaurant Chain,Pune
online coffee delivery platform,300000.0,Online Coffee Delivery platform,Bangalore
language localization cloud platform,4000000.0,Language Localization Cloud platform,Bangalore
crm / analytics platform,1000000.0,CRM / Analytics platform,Chennai
hyperlocal electronics repair service,630000.0,Hyperlocal Electronics repair Service,Mumbai
it infrastructure & data center services,13500000.0,IT infrastructure & Data Center services,Bangalore
online financial services,60000000.0,Online Financial Services,Chennai
used car marketplace,5000000.0,Used Car Marketplace,Bangalore
internet of things platform,161000.0,Internet of Things platform,Gurgaon
language learning app,6500000.0,Language Learning App,Jaipur
custom merchandize platform,1000000.0,Custom Merchandize platform,Ahmedabad
custom furniture marketplace,395000.0,Custom Furniture Marketplace,Mumbai
ethnic beverages manufacturer,30000000.0,Ethnic Beverages manufacturer,Gurgaon
budget accommodation aggregator,3000000.0,Budget Accommodation aggregator,Gurgaon
real estate rating & analysis,5000000.0,Real Estate Rating & Analysis,New Delhi
music streaming app,100000000.0,Music Streaming App,Mumbai
big data & analytics platform,11000000.0,Big Data & Analytics platform,Mumbai / Global
big data & analytics platform,30000000.0,Big Data & Analytics platform,India / US
coupon aggregator platform,20000.0,Coupon Aggregator Platform,Kanpur
online food-tech platform,470000.0,Online Food-Tech Platform,Mumbai
celebrity fashion brand,7500000.0,Celebrity Fashion Brand,Bangalore
online finance lending platform,10000000.0,Online Finance lending platform,Ahmedabad
healthcare mobile app,10200000.0,Healthcare Mobile App,New Delhi
self-driven vehicle rental,11000000.0,Self-driven vehicle rental,Bangalore
online comparison engine,10000000.0,Online comparison engine,Hyderabad
physical storage warehouses,300000.0,Physical Storage warehouses,Mumbai
tech recruitment platform,7500000.0,Tech Recruitment platform,Bangalore
bike rental platform,790000.0,Bike Rental Platform,Bangalore
tech enabled logistics platform,500000.0,Tech enabled logistics platform,Mumbai
budget hotel accommodation,100000000.0,Budget Hotel Accommodation,Gurgaon
restaurant customer engagement platform,2300000.0,Restaurant customer engagement platform,Pune
hyper local logistics platform,11000000.0,Hyper local logistics platform,Bangalore
crowd funding platform,700000.0,Crowd Funding Platform,Mumbai
f&b sector mobile payment platform,1600000.0,F&B sector Mobile Payment platform,Mumbai
industrial supplies b2b ecommerce,100000.0,Industrial Supplies B2B ecommerce,Mumbai
online budget hotel chain,15000000.0,Online budget hotel chain,New Delhi
payment solutions platform,4850000.0,Payment Solutions platform,Bangalore
organic food ecommerce,1000000.0,Organic Food ecommerce,New Delhi
big data & analytics platform,2000000.0,Big Data & Analytics platform,Bangalore
fine dining restaurant chain,30000000.0,Fine Dining Restaurant Chain,Mumbai
luxury rental homes,12750000.0,Luxury Rental Homes,Bangalore
mobile point of sale payment solution,25000000.0,Mobile Point of Sale payment solution,
online grocers,320000.0,Online Grocers,Ahmedabad
clinical genomics provider,20000000.0,Clinical Genomics Provider,Bangalore
travel information portal,15000000.0,Travel information portal,Bangalore
fitness marketplace,1000000.0,Fitness Marketplace,Mumbai
online & mobile classified listings,60000000.0,Online & Mobile classified listings,Mumbai
real estate broker network app,1000000.0,Real Estate Broker network App,Gurgaon
used bikes marketplace,15000000.0,Used Bikes Marketplace,Mumbai
spa & salon management software,6000000.0,Spa & Salon Management Software,Hyderabad
online home d\\xc3\\xa9cor marketplace,100000000.0,Online home d\\xc3\\xa9cor marketplace,Mumbai
hyperlocal food & grocery store,1300000.0,Hyperlocal food & grocery store,Bangalore
health-tech platform,1000000.0,Health-Tech platform,Mumbai
hyperlocal handyman services,2000000.0,Hyperlocal Handyman Services,Mumbai
medical tech instruments,2400000.0,Medical Tech Instruments,New Delhi
hyperlocal deals marketplace,50000000.0,Hyperlocal Deals Marketplace,Bangalore
innovative water solutions,1200000.0,Innovative Water Solutions,Gurgaon
online jewelry store,600000.0,Online Jewelry Store,Mumbai
business intelligence & analytics,2400000.0,Business intelligence & Analytics,Mumbai
used vehicle marketplace,16000000.0,Used Vehicle Marketplace,New Delhi
educational board games,168000.0,Educational Board Games,Bangalore
chinese food delivery,168000.0,Chinese food delivery,Mumbai
hyperlocal grocery app,500000.0,Hyperlocal Grocery App,Gurgaon
hasbro toy manufacturer,2000000.0,Hasbro Toy Manufacturer,Pune
travel tech,5000000.0,Travel Tech,Gurgaon
healthy food manufacturer,6000000.0,Healthy Food Manufacturer,New Delhi
used car marketplace,500000.0,Used Car Marketplace,Mumbai
online learning platform,4000000.0,Online Learning Platform,New Delhi
healthy food online community,350000.0,Healthy Food Online Community,New Delhi
online fashion video portal,1000000.0,Online Fashion Video Portal,Mumbai
probiotic technology products manufacturer,550000.0,Probiotic Technology Products Manufacturer,Chennai
architectural design & consulting,500000.0,Architectural Design & Consulting,Hyderabad
big data & analytics services,35000000.0,Big Data & Analytics Services,Pune / US
preventive healthcare services,350000.0,Preventive Healthcare Services,Pune
real estate intelligence platform,3000000.0,Real Estate Intelligence Platform,Mumbai
online car rental affiliates,100000.0,Online Car Rental Affiliates,New Delhi
data center software platform,15000000.0,Data Center Software platform,Pune / US
online city & lifestyle guide,150000.0,Online City & Lifestyle Guide,New Delhi
bespoke merchandize marketplace,250000.0,Bespoke Merchandize Marketplace,Pune
logistics solution provider,137000000.0,Logistics Solution Provider,New Delhi
video intelligence platform,1000000.0,Video Intelligence Platform,Noida
hyperlocal shopping app,20000000.0,Hyperlocal Shopping App,Mumbai
ecommerce platform,50000000.0,eCommerce platform,Bangalore
renewable energy solutions,500000.0,Renewable energy solutions,Mumbai
healthcare\\nservice provider,10000000.0,Healthcare\\nService provider,Bangalore
auto rickshaw based services,5000000.0,Auto Rickshaw Based Services,Chandigarh
off-grid solar power,40000000.0,Off-grid Solar Power,Mumbai
private label lingerie ecommerce,5000000.0,Private Label lingerie Ecommerce,New Delhi
online food ordering,16500000.0,Online Food Ordering,Bangalore
mobile commerce platform,234000.0,Mobile Commerce Platform,Gurgaon
digital marketing services,140000.0,Digital Marketing Services,Bangalore
fashion ecommerce store,5000000.0,Fashion Ecommerce store,Bangalore
mobile compression software,350000.0,Mobile Compression Software,Mumbai
peer to peer lending platform,250000.0,Peer to Peer Lending platform,Gurgaon
global healthcare products,16000000.0,Global Healthcare products,Ahmedabad
home furnishing solutions,50000000.0,Home Furnishing Solutions,Bangalore
intra-city logistics service,500000.0,Intra-City Logistics service,Bangalore
online coupon & comparison platform,500000.0,Online Coupon & comparison platform,Mumbai
dental clinic chain,8200000.0,Dental Clinic chain,Mumbai
3d printer manufacturer,3000000.0,3D Printer Manufacturer,Bangalore
it / customer engagement consulting,5000000.0,IT / Customer Engagement Consulting,Mumbai
home services marketplace,4000000.0,Home services marketplace,Bangalore
financial services platform,11000000.0,Financial Services Platform,Chennai
social network for artists,120000.0,Social Network for Artists,Bangalore
startup funding platform,10000000.0,Startup funding platform,Bangalore
food delivery platform,3100000.0,Food Delivery Platform,Mumbai
data driven recruitment recommendation,5000000.0,Data Driven recruitment recommendation,Bangalore
video advertisement platform,500000.0,Video Advertisement Platform,Bangalore
mobile chat based concierge service,1600000.0,Mobile Chat based concierge service,New Delhi
online budget hotel booking service,6000000.0,Online Budget Hotel Booking Service,Bangalore
online education marketplace,1000000.0,Online education marketplace,New Delhi
saas product intelligence platform,15000000.0,SaaS product intelligence platform,
logistics tech,5500000.0,Logistics Tech,Mumbai
app analytics platform,500000.0,App Analytics platform,Bangalore
micro finance platform,8600000.0,Micro Finance Platform,New Delhi
freight logistics platform,6000000.0,Freight logistics platform,Bangalore
credit management services,2500000.0,Credit Management Services,Chennai
hyperlocal handyman services,250000.0,Hyperlocal Handyman Services,Mumbai
hyperlocal services marketplace,10000000.0,Hyperlocal services marketplace,New Delhi
marketing / advertising automation platform,1000000.0,Marketing / Advertising Automation platform,Bangalore
hyperlocal handyman services,400000.0,Hyperlocal Handyman Services,Mumbai
flat rental mobile app,2500000.0,Flat rental Mobile App,Bangalore
wealth management platform,1500000.0,Wealth Management Platform,Mumbai
online food delivery,100000000.0,Online Food Delivery,Gurgaon
fund raising platform,100000.0,Fund Raising Platform,Chennai
workforce management software,550000.0,Workforce Management Software,Bangalore
online art marketplace,200000.0,Online Art Marketplace,Gurgaon
online food delivery,1000000.0,Online Food Delivery,Bangalore
affordable education,650000.0,Affordable Education,Hyderabad
career development,250000.0,Career Development,Hyderabad
real estate advisory,6000000.0,Real Estate Advisory,Gurgaon
banking analytics platform,15000000.0,Banking Analytics Platform,Bangalore
ecommerce logistics,85000000.0,Ecommerce Logistics,Gurgaon
online food delivery,15000000.0,Online Food Delivery,Bangalore
online food delivery,3500000.0,Online Food Delivery,Mumbai
online education platform,10000000.0,Online Education Platform,Mumbai
online education platform,5000000.0,Online Education Platform,Bangalore
online product comparison,1000000.0,Online Product Comparison,Bangalore
online security platform,2000000.0,Online Security Platform,Pune
online medical diagnostic,150000.0,Online Medical Diagnostic,New Delhi
cloud data integration platform,2000000.0,Cloud Data Integration Platform,Bangalore
mobile laundry cleaning service,2000000.0,Mobile Laundry Cleaning Service,Chennai
online education platform,2000000.0,Online Education Platform,Mumbai
lifestyle ecommerce portal,5000000.0,Lifestyle Ecommerce Portal,Gurgaon
online fashion aggregator,250000.0,Online Fashion Aggregator,Mumbai
online job skills showcase,270000.0,Online Job skills Showcase,Bangalore
offline tea chain,1000000.0,Offline Tea Chain,New Delhi
business messaging app,16000000.0,Business Messaging App,New Delhi
health mobile app,470000.0,Health Mobile App,Bangalore
online ed-tech platform,1000000.0,Online Ed-Tech Platform,Noida
hyperlocal mobile marketplace,5500000.0,Hyperlocal Mobile Marketplace,Gurgaon
trucking logistic operations,10000000.0,Trucking Logistic Operations,Gurgaon
b2c messaging app,3000000.0,B2C Messaging App,Bangalore
customer engagement platform,625000.0,Customer Engagement Platform,Bangalore
online table reservation,500000.0,Online Table Reservation,Bangalore
parents focused web content,500000.0,Parents focused Web Content,Bangalore
on-demand service marketplace,2000000.0,On-demand Service marketplace,Bangalore
on-demand business messaging,200000.0,On-Demand Business messaging,Bangalore
online home d\\xc3\\xa9cor,1000000.0,Online Home D\\xc3\\xa9cor,Hyderabad
api workflow platform,1000000.0,API Workflow platform,Bangalore
affordable hotel booking online,5000000.0,Affordable Hotel Booking Online,New Delhi
logistics intelligence,180000.0,Logistics Intelligence,Goa
last mile logistics,240000.0,Last Mile Logistics,Bangalore
self-driven car rental,5000000.0,Self-driven Car rental,Bangalore
electric scooter manufacturer,12000000.0,Electric Scooter Manufacturer,Bangalore
online food delivery,2000000.0,Online Food Delivery,Bangalore
web content publishing,200000.0,Web Content Publishing,Gurgaon
location based app,1000000.0,Location Based App,Dallas / Hyderabad
video streaming,120000.0,Video Streaming,New Delhi
price comparison,165000.0,Price Comparison,Hyderabad
online classifieds,150000000.0,Online Classifieds,Mumbai
travel entertainment,2200000.0,Travel Entertainment,New Delhi
ecommerce,10000000.0,eCommerce,Pune
digital / mobile wallet,25000000.0,Digital / Mobile Wallet,Gurgaon
cab aggregator,400000000.0,Cab Aggregator,Bangalore
device repair svcs,200000.0,Device Repair Svcs,New Delhi
premium beverages,2000000.0,Premium Beverages,New Delhi
digital / mobile wallet,165000.0,Digital / Mobile Wallet,Kolkata
online furnishing\\necommerce,50000000.0,Online Furnishing\\neCommerce,Bangalore
interactive\\xc2\\xa0 how-to guides,900000.0,Interactive\\xc2\\xa0 How-To Guides,Bangalore
restaurant reviews,25000000.0,Restaurant Reviews,Gurgaon
online grocer,10000000.0,Online Grocer,Bangalore
ed-tech,300000.0,Ed-Tech,New Delhi
logistics tech,500000.0,Logistics Tech,Mumbai
online hotel booking,1000000.0,Online Hotel Booking,Noida
online kitchen furniture,1250000.0,Online Kitchen Furniture,Bangalore
hyper-local online services,5000000.0,Hyper-local Online Services,Mumbai
hyper-local online/mobile grocery,35000000.0,Hyper-Local Online/Mobile Grocery,Gurgaon
hyper-local online/mobile grocery,10000000.0,Hyper-Local Online/Mobile Grocery,Gurgaon
online policy aggregator,40000000.0,Online Policy Aggregator,Gurgaon
hyperlocal mobile services marketplace,1600000.0,Hyperlocal Mobile Services Marketplace,New Delhi
ondemand\\nmobile handyman services,1200000.0,OnDemand\\nMobile Handyman Services,Mumbai
mobile app development,12000000.0,Mobile App Development,Udupi
material collection & recycling,4000000.0,Material Collection & Recycling,Vadodara
online pharmacy & drug db,6000000.0,Online Pharmacy & Drug DB,Gurgaon
online / mobile customer support,50000000.0,Online / Mobile Customer Support,Chennai
online classifieds & listings,28000000.0,Online Classifieds & Listings,Chennai
fashion ecommerce,3500000.0,Fashion ECommerce,Bangalore
